,ds,y
197,2022-06-08,1085.471923828125
198,2022-06-09,1083.38720703125
199,2022-06-10,1086.107177734375
200,2022-06-11,1099.7353515625
201,2022-06-12,1086.0625
202,2022-06-13,1084.7760009765625
203,2022-06-14,1088.12939453125
204,2022-06-15,1090.6630859375
205,2022-06-16,1093.24169921875
206,2022-06-17,1095.3167724609375
207,2022-06-18,1095.774658203125
208,2022-06-19,1096.3837890625
209,2022-06-20,1099.6820068359375
210,2022-06-21,1101.5089111328125
211,2022-06-22,1102.94775390625
212,2022-06-23,1104.8447265625
213,2022-06-24,1106.5177001953125
214,2022-06-25,1111.2340087890625
215,2022-06-26,1107.878173828125
216,2022-06-27,1110.6448974609375
217,2022-06-28,1115.641845703125
218,2022-06-29,1121.15087890625
219,2022-06-30,1125.9501953125
220,2022-07-01,1133.380615234375
221,2022-07-02,1126.9862060546875
222,2022-07-03,1113.0198974609375
223,2022-07-04,1065.0223388671875
224,2022-07-05,1066.0697021484375
225,2022-07-06,1058.7994384765625
226,2022-07-07,1090.8349609375
227,2022-07-08,1089.9735107421875
228,2022-07-09,1090.2789306640625
229,2022-07-10,1083.5631103515625
230,2022-07-11,1082.7982177734375
231,2022-07-12,1085.5872802734375
232,2022-07-13,1085.1202392578125
233,2022-07-14,1088.031494140625
234,2022-07-15,1076.115234375
235,2022-07-16,1111.129638671875
236,2022-07-17,1051.2392578125
237,2022-07-18,1057.29052734375
238,2022-07-19,1047.7431640625
239,2022-07-20,1047.101318359375
240,2022-07-21,1062.8974609375
241,2022-07-22,1088.3895263671875
242,2022-07-23,1096.163330078125
243,2022-07-24,1108.21533203125
244,2022-07-25,1123.7310791015625
245,2022-07-26,1069.841064453125
246,2022-07-27,1048.3984375
247,2022-07-28,1051.279052734375
248,2022-07-29,1020.0548095703124
249,2022-07-30,1053.03076171875
250,2022-07-31,1055.4105224609375
251,2022-08-01,1059.0928955078125
252,2022-08-02,1062.333740234375
253,2022-08-03,1065.551025390625
254,2022-08-04,1036.9708251953125
255,2022-08-05,1069.956298828125
256,2022-08-06,1071.029541015625
257,2022-08-07,1072.9053955078125
258,2022-08-08,1077.32373046875
259,2022-08-09,1092.3909912109375
260,2022-08-10,1082.1566162109375
261,2022-08-11,1085.45947265625
262,2022-08-12,1089.3936767578125
263,2022-08-13,1090.0518798828125
264,2022-08-14,1089.27392578125
265,2022-08-15,1084.6436767578125
266,2022-08-16,1084.1085205078125
267,2022-08-17,1084.236328125
268,2022-08-18,1086.380126953125
269,2022-08-19,1090.1004638671875
270,2022-08-20,1093.9110107421875
271,2022-08-21,1058.571044921875
272,2022-08-22,1061.064208984375
273,2022-08-23,1059.43408203125
274,2022-08-24,1061.556640625
275,2022-08-25,1063.013671875
276,2022-08-26,1065.802490234375
277,2022-08-27,1100.26220703125
278,2022-08-28,1066.1595458984375
279,2022-08-29,1071.1087646484375
280,2022-08-30,1072.380126953125
281,2022-08-31,1105.02392578125
282,2022-09-01,1070.145751953125
283,2022-09-02,917.6431274414062
284,2022-09-03,920.0640258789062
285,2022-09-04,920.7728271484376
286,2022-09-05,920.908935546875
287,2022-09-06,920.8740844726562
